Unnamed:_0,TIN,Taxpayer,Tax_Account_No,Tax_Type,Tax_Period_Year,Assessment_No,Received_Date_,Entry_Date,Due_Date,Form_No,Form_Version_No,IRC_Form_Version_No,Form_Description,10.Gross_sales_(cash_/_credit,11.Gross_contract_and_sub-con,12.Partnership_distribution_i,13.Distributions_from_trusts,14.Oil_pipeline_tariffs_and_r,15.Dividend_income,16.Exchange_gains_/_losses,17.Interest_income,18.Rental_income,19.Royalty_income,20.Other_gross_income,90.TOTAL_GROSS_INCOME,100.Cost_of_goods_sold,101.Rented_property_expenses_i,102.Resource_operations_joint_,103.Amortisation,104.Advertising_and_promotion,105.Bad_debts_written_off,106.Borrowing_expenses,107.Commissions,108.Contract_employees,109.Consultancy_fees,110.Consumables,111.Depreciation,112.Development_levy,113.Directors'_fees_and_expens,114.Entertainment_expenses,115.Foreign_exchange_losses_/_,116.Gifts_and_donations,117.Insurance,118.Interest_expense_-_PNG,119.Interest_expense_-_Foreign,120.Lease_payments,121.Legal_expenses,122.Management_fees_-_PNG,123.Management_fees_-_Foreign,124.Motor_vehicle_expenses,125.Repairs_and_maintenance,126.Rental_expenses,127.Royalties_-_PNG,128.Royalties_-_Foreign,129.Salaries_/_wages,130.Superannuation_-_PNG,131.Superannuation_-_Foreign,132.Travel_and_accommodation,133.All_other_expenses,190.TOTAL_OPERATING_EXPENSES,200.Amortisation_charged_in_th,201.Depreciation_charged_in_th,202.Non-allowable_capital_expe,203.Increase_in_provisions_and,204.Income_Tax_(if_claimed_in_,205.Non-allowable_donations_or,206.Non-allowable_legal_expens,207.Goodwill_or_formation_expe,208.Recouped_lease_premiums,209.Excess_management_fees_(S6,210.Excess_interest_deductions,211.Other_items_not_allowable_,290.TOTAL_NON-DEDUCTIBLE_ITEMS,300.Non-assessable_income,301.Depreciation_for_tax_purpo,302.Depreciation-IncentiveOnly,303.Allowable_exploration_dedu,304.Allowable_capital_expendit,305.Allowable_capital_expendit,306.Section_155N_Inc.deduction,307.Double_deductions,308.Prior_Year_Losses_Utilised,309.Other_tax_deductible_items,310.Net_exempt_income,311.Res._royalty_and_dev.levy_,312.Other_Tax_Deductible_Items,390.TOTAL_DEDUCTIBLE_ITEMS_(ex,400.Dividend_rebate_(S216),401.Foreign_taxes_paid_(S219),402.Resource_royalty_and_devel,490.TOTAL_OTHER_CREDITS_AND_RE,500.Cash_/_Investments,501.Inventory_(closing_stock),502.Accounts_receivable_(trade,503.Pre-paid_Expenses,504.Other,515.TOTAL_CURRENT_ASSETS,520.Property_/_Equipment,521.Leasehold_Improvements,522.Equity_/_Other_Investments,523.Other,524.LESS_Accumulated_depreciat,535.TOTAL_FIXED_ASSETS,536.TOTAL_ASSETS,540.Accounts_payable,541.Accrued_salary_/_wages,542.Taxes_and_fees_payable,543.Unearned_revenue,544.Other,555.TOTAL_CURRENT_LIABILITIES,560.Mortgage,561.Loans_from_directors,562.Other_loans,563.Other_long-term_liabilitie,575.TOTAL_LONG-TERM_LIABILITIE,590.TOTAL_LIABILITIES,600.35_Interest,601.35A_Fishing_operations,602.42_Dividends,603.45B_Export_sales,604.45I_Rural_development_ince,605.45N_Bougainville_incentive,606.68A_Solar_heating,607.69A_Gifts_-_Sporting_bodie,"608.69C_Gifts_-_Law,_order,_an",609.69E_Gifts_-_Charitable_org,610.69H_Gifts_-_Law_/_order_pr,611.69I_Gifts_-_National_day_c,612.69K_Gifts_-_PNG_Sports_Fed,613.69M_Island_Forum,614.70A_Education_expenses_(in,615.72A_Double_deduction_-_Sta,616.72C_Double_deduction_-_Exp,617.72C_Double_deduction_-_Exp,618.73(3)_Depreciation_-_20%_l,619.73(4)_Depreciation_-_Fuel_,620.73(5)_Depreciation_-_Non-o,621.73(6)_Depreciation_-_Non-o,622.73(7)_Depreciation_-_Indus,623.73(9)_Depreciation_-_Prima,624.95(1)_Research_/_Developme,625.97A_Primary_production_dev,626.97B(1)_150%_Extension_serv,627.155J_Double_deduction_-_Un,628.155N_Amortisation_-_Explor,629.156D_Amortisation_-_Explor,630.156E_Double_deduction_-_Ex,631.158J_Amortisation_-_Allowa,632.Ch119_Pioneer_industries,633.219_Current_year_approved,634.219D_Expenditure_for_the_p,635.Other,690.TOTAL_Enter_the_sum_of_all,710.Current_Year_Profit_/_Loss,715.Loss_Utilised_From_Prior_Y,718.TAXABLE_INCOME,720.GROSS_TAX_,"730.Less_Other_Credits,_Rebate",740.GROSS_TAX_NET_OF_OTHER_CRE,750.Plus_Additional_Profits_Ta,755.Total_Tax_Payable,760.Less_Infrastructure_develo,770.Less_Interest_Withholding_,780.Less_Business_Payments_Tax,781.Total_Tax_To_Pay_(After_In,790.Less_Prov_Tax_-_APT,800.NET_TAX_PAYABLE_/_(REFUNDA,801.Instalment_basis_for_futur,901.Total_DIRECTOR'S_FEES,902.Total_SALARY_OR_WAGES,903.Total_ALLOWANCES,904.Total_SALARY/WAGES_TAX_DED,911.Total_BPT__INCOME,912.Total_BPT_TAX_DEDUCTED,919.SCHEDULE_3,920.Total_dividends_paid_durin,921.Total_DWT_due,922.LESS_DWT_paid,923.TOTAL_1_-_DIVIDENDS_PAID_(,924.Total_GROSS_DIVIDEND_OR_DI,925.Total_DWT_DEDUCTED,926.Total_DIVIDEND_FOREIGN_TAX,927.ADD_DWT_or_UTWT_carried_fo,928.TOTAL_2_(DWT_deducted_plus,929.BALANCE_PAYABLE_/_(OR_TO_B,931.Total_GROSS_INTEREST_PAID,932.Total_IWT_DEDUCTED,933.FOREIGN_TAX_PAID_(IF_APPLI,951.Total_TOTAL_RENT_PAID_DURI,966.ROYALTY_PAYMENTS_Tot._Paid,971.MANAGEMENT_FEES_Tot._Paid,976.FOREIGN_SHIPPING_Tot._AMO,981.SUPER_Total_FULLY-TAXED,982.SUPER_Total_EMPLOYER'S,983.SUPER_Total_EMPLOYEES',984.SUPER_Total_PAYOUTS,985.SUPER_Total_LOAN_BAL_START,986.SUPER_Total_INTEREST,987.SUPER_Total_REPAYMENTS,"988.SUPER_Total_LOAN,BAL_END",991.TOTAL_BENEFICIARY'S_SHARE,992.TOTAL_AMOUNT_Income_Deriv,Sector_Activity,Ent_Activity_Code,Enterprise_Activity,632.S219C_Infrastr.Develop._Cr,636.S35_Tax_Foregone,637.S35A_Tax_Foregone,638.S42_Tax_Foregone,639.S45I_Tax_Foregone,640.S68A_Tax_Foregone,641.S69A_Tax_Foregone,642.S69C_Tax_Foregone,643.S69E_Tax_Foregone,644.S69H_Tax_Foregone,645.S72C_D.Ded.Manufac,646.S72C_D.Ded.Tourism,647.S73(3)_Tax_Foregone,648.S73(4)_Tax_Foregone,649.S73(5)_Tax_Foregone,650.S73(6)_Tax_Foregone,651.S73(7)_Tax_Foregone,652.S73(9)_Tax_Foregone,653.S95(1)_Tax_Foregone,654.S97A_Tax_Foregone,655.S97B(1)_Tax_Foregone,656.S155J_Tax_Foregone,657.S155N_Tax_Foregone,658.S156D_Tax_Foregone,659.S158J_Tax_Foregone,660.S219C_Tax_Foregone,661.Other_Tax_Foregone,689.TOTAL_Tax_Revenue_Foregone,763.Less_Res.Royalty/Dev_levy,782.Tot.Tax_To_Pay_(AfterRRDCr,Assessed_Date,1.Percentage_of_gross_sales,311.Res_royalty_and_dev_levy.1,Total_Sales_Revenue,Total_Distributions_Royalties,Total_Investment_Income,Total_Other_Income,Total_Cost_of_Goods_Sold,Total_Property_Rental_Expenses,Total_Resource_Operations,Total_Depreciation_Amortization,Total_Marketing_Promotion,Total_Financial_Expenses,Total_Employee_Expenses,Total_Professional_Fees,Total_Operational_Expenses,Total_Amortization_Depreciation,Total_Non_Allowable_Capital_Expenses,Total_Provisions_Taxes,Total_Non_Allowable_Donations_Legal,Total_Goodwill_Formation_Expenses,Total_Recouped_Lease_Premiums,Total_Excess_Fees_Interest,Total_Other_Non_Allowable_Items,Total_Non_Assessable_Income,Total_Depreciation,Total_Exploration_Capital_Expenditure,Total_Section_Specific_Deductions,Total_Prior_Year_Losses,Total_Other_Deductible_Items,Total_Net_Exempt_Income,Total_Resource_Royalty_Dev_Levy,Total_Dividend_Rebate,Total_Foreign_Taxes_Paid,Total_Resource_Royalty_Development,Total_Current_Assets,Total_Fixed_Assets,Total_Current_Liabilities,Total_Long_Term_Liabilities,Total_Tax_Incentives_Deductions,Total_Taxable_Income_Tax_Payable,Total_Section_Specific_Tax_Foregone,Total_Other_Tax_Foregone,Total_Directors_Salary_Related,Total_Business_Payments_Tax,Total_Dividends,Total_Interest_Withholding_Tax,Total_Rent_Royalty_Payments,Total_Management_Foreign_Shipping_Fees,Total_Superannuation_Payments,Total_Loan_Related_Payments,Total_Liabilities,Total_Gross_Income,Non_Operating_Income
20,500000081,NEW BRITAIN PALM OIL LIMITED,190653,CORPORATE INCOME TAX,2018,1750006,30-06-2019,08-07-2019,01-07-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,326292565.7,0,0,0,0,0,0,39370.24,7030,0,8586251.49,334925217.5,160291964.9,0,0,52743919.96,0,0,0,0,0,2573135.15,0,28235303.1,0,560380,625799.72,5813141.12,17463.72,1157664.37,0,2487170.56,0,108853.88,0,15017662.5,5991308.1,2972220.86,2726777.45,0,0,36411353.77,0,0,2365688.03,39730648.92,359830456.1,52743919.96,28235303.1,0,7927.75,0,625799.72,146474.05,0,0,0,0,16846518.91,98605943.49,0,8756046.26,22038037.44,0,0,0,0,0,0,695048.69,0,0,34100706.11,65589838.5,0,0,,0,0,138122239.2,107346083.2,3835864.67,214283321.3,463587508.4,1212818676,0,1036106375,726118448.1,699642972,2275400527,2738988036,61505366.65,0,35998620.11,0,205386819.8,302890806.6,0,0,0,317013031.5,317013031.5,619903838,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,6255067.93,15782969.51,0,0,695048.69,0,0,0,,0,,,,0,22733086.13,8110866.32,0,8110866.32,2433259.9,0,2433259.9,0,2433259.9,0,290.14,0,2433259.9,48900000.02,-46467030.26,2432969.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000 AGRICULTURE, FORESTRY AND FISHING",1114,GROWING OF OIL PALM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326292565.7,0,39370.24,8593281.49,160291964.9,2726777.45,0,80979223.06,0,2487170.56,36411353.77,17699651.53,59234314.84,80979223.06,0,7927.75,772273.77,0,0,0,16846518.91,0,56470606.2,0,0,0,34795754.8,0,0,0,0,,463587508.4,3674686471,302890806.6,317013031.5,22733086.13,30821001.9,0,,0,0,0,0,0,0,0,0,619903838,334925217.5,8593281.49
21,500000090,DAEWOO ENGINEERING & CONSTRUCTION CO. LTD (CANCELLED I DE-REGISTRATION),53133,CORPORATE INCOME TAX,2015,445601,28-11-2016,28-11-2016,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8000 FINANCE, INSURANCE, BUSINESS SERVICES AND REAL ESTATE ACTIVITIES",8440,"ARCHITECTURAL, ENGINEERING, AND OTHER TECHNICAL SERVICES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
22,500000090,DAEWOO ENGINEERING & CONSTRUCTION CO. LTD (CANCELLED I DE-REGISTRATION),53133,CORPORATE INCOME TAX,2016,445616,28-11-2016,28-11-2016,03-07-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8000 FINANCE, INSURANCE, BUSINESS SERVICES AND REAL ESTATE ACTIVITIES",8440,"ARCHITECTURAL, ENGINEERING, AND OTHER TECHNICAL SERVICES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
23,500000107,FLETCHER MOROBE CONSTRUCTION LTD,52368,CORPORATE INCOME TAX,2015,253305,01-12-2015,07-03-2016,29-12-2015,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,258154000,0,0,0,0,0,0,245000,0,0,0,258399000,179088184.2,0,0,0,30574.73,0,0,0,0,0,0,2716290.35,0,0,0,-535989,0,0,0,0,0,58660,0,0,333282,41067,6115441.06,0,0,26599501.21,0,0,158096.39,567892.03,215173000,0,2716290.35,0,1653012.49,0,0,7453.64,0,0,0,0,7139.44,4383895.92,1153989,2506581.53,1085001.27,0,0,0,0,241830.62,0,9090.91,0,,,4996493.33,0,0,0,0,142666871,3967794,17988944,-916618,568754,164275745,28800335,0,0,1860925,18661160,12000100,176275845,33832738,0,13140950,78238655,7638369,132850712,0,0,0,1341713,1341713,134192425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241830.62,0,0,1085001.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326831.89,42613402.59,0,42613402.59,12784020.78,0,12784020.78,0,12784020.78,0,10948.16,0,12784020.78,4827342,7945730.62,12773072.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000 CONSTRUCTION,5110,CONSTRUCTION OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258154000,0,245000,0,179088184.2,6115441.06,0,2716290.35,30574.73,0,26599501.21,58660,564348.42,2716290.35,0,1653012.49,7453.64,0,0,0,7139.44,1153989,5432580.7,0,241830.62,0,,0,,0,0,0,164275745,49322420,132850712,1341713,1326831.89,161919981.7,0,,0,0,0,0,0,0,0,0,134192425,258399000,0
24,500000107,FLETCHER MOROBE CONSTRUCTION LTD,52368,CORPORATE INCOME TAX,2016,1478708,25-11-2016,12-11-2018,29-12-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,100416000,0,0,0,0,0,103000.27,0,0,0,100519000.3,45097774.46,0,0,0,10684.28,0,0,0,0,0,0,2709214.81,0,0,0,779705.79,0,0,0,0,0,161887.49,0,0,325635.46,133033.84,4929535.64,0,0,21167286.21,0,0,46610.89,639631.4,76001000.27,0,2709214.81,0,240854.79,0,0,7553.64,0,0,0,0,1378577.88,4336201.12,52553.65,2121600.47,506928.42,0,0,0,0,314881.53,0,0,0,,,2995964.07,0,0,0,0,98613121,4014722,20655470,0,385798,123669111,31019087,0,0,1774285,21144558,11648814,135317925,22556979,0,3390113,52210494,6435945,84593531,0,0,0,1478374,1478374,86071905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314881.53,0,0,506928.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821809.95,25858237.05,0,25858237.05,7757471.12,0,7757471.12,0,7757471.12,0,15446.87,0,7757471.12,7489522.06,252502.19,7742024.25,0,0,0,0,0,0,0,10000000,1500000,1500000,8500000,0,0,0,0,0,8500000,103000.27,15446.87,0,4929535.64,0,0,0,0,0,0,0,0,0,0,0,0,0,5000 CONSTRUCTION,5110,CONSTRUCTION OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100416000,0,103000.27,0,45097774.46,4929535.64,0,2709214.81,10684.28,0,21167286.21,161887.49,1924617.38,2709214.81,0,240854.79,7553.64,0,0,0,1378577.88,52553.65,5418429.62,0,314881.53,0,,0,,0,0,0,123669111,53937930,84593531,1478374,821809.95,98245853.95,0,,0,0,30000000,118447.14,4929535.64,0,0,0,86071905,100519000.3,0
25,500000107,FLETCHER MOROBE CONSTRUCTION LTD,52368,CORPORATE INCOME TAX,2017,1223442,18-12-2017,16-05-2018,31-12-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,117586000,0,0,0,0,0,0,1255000,0,0,0,118841000,45168553.58,0,0,0,12767.63,0,0,0,0,0,0,2946525.37,0,0,0,-639000,0,0,0,0,0,25421,0,0,314536.18,69963.31,4611616.61,0,0,23304370.31,0,0,69842.75,721903.26,76606500,0,2946525.37,0,877678.31,0,0,7889.91,0,0,0,0,0,3832093.59,26409,2020870.11,111205.84,0,0,0,0,363901.63,0,1434357.59,0,,,3956744.17,0,0,0,0,82112549,5331665,20408217,0,345012,108197443,30313331,0,0,2338796,22701279,9950848,118148291,12796535,0,10336710,42245016,6912124,72290385,0,0,0,1842415,1842415,74132800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363901.63,0,0,111205.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475107.47,42109849.42,0,42109849.42,12632954.83,0,12632954.83,0,12632954.83,0,188239.74,0,12632954.83,10800000,1644715.09,12444715.09,0,0,0,0,0,0,0,34794677.99,5219201.7,5219201.7,29575476.29,0,0,0,0,0,29575476.29,1255000,188239.74,0,4633066.61,0,0,0,0,0,0,0,0,0,0,0,0,0,5000 CONSTRUCTION,5110,CONSTRUCTION OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117586000,0,1255000,0,45168553.58,4611616.61,0,2946525.37,12767.63,0,23304370.31,25421,537245.5,2946525.37,0,877678.31,7889.91,0,0,0,0,26409,5893050.74,0,363901.63,0,,0,,0,0,0,108197443,55353406,72290385,1842415,475107.47,159829188.1,0,,0,0,104384034,1443239.74,4633066.61,0,0,0,74132800,118841000,0
26,500000107,FLETCHER MOROBE CONSTRUCTION LTD,52368,CORPORATE INCOME TAX,2018,1969859,17-12-2019,06-01-2020,30-12-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,69030500,0,0,0,0,21390.61,0,0,0,0,69051890.61,35322105.15,0,0,0,18782.76,1776000,0,0,0,0,0,2162376.55,0,0,0,81262,0,10243,0,0,0,122307.4,0,0,316988,41025.55,3339690.38,0,0,21473239.29,0,0,9346,1890375.53,66563741.61,0,2162376.55,0,1953568.79,0,4186.36,2090,0,0,0,0,180750.87,4302972.57,0,1218611.78,273803.4,0,0,0,0,0,0,0,0,,803775,2296190.18,0,0,,0,15762837,5995003,1738364,0,0,23496204,30682209,0,0,992385,26414265,5260329,28756533,4094383,0,6103768,5266527,9073362,24538040,0,0,0,939972,939972,25478012,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,273803.4,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,273803.4,4494931.39,0,4494931.39,1348479.42,0,1348479.42,0,1348479.42,0,3208.59,0,1348479.42,7500000,-6154729.17,1345270.83,0,0,0,0,0,0,0,19890468,2983570.2,2983570.2,16906897.8,0,0,0,0,0,16906897.8,21390.61,3208.59,0,3339690.38,0,0,0,0,0,0,0,0,0,0,0,0,0,5000 CONSTRUCTION,5110,CONSTRUCTION OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69030500,0,0,21390.61,35322105.15,3339690.38,0,2162376.55,18782.76,1776000,21473239.29,122307.4,2349240.08,2162376.55,0,1953568.79,6276.36,0,0,0,180750.87,0,4324753.1,0,0,0,803775,0,,0,0,,23496204,58088859,24538040,939972,273803.4,17077530.71,0,,0,0,59671404,24599.2,3339690.38,0,0,0,25478012,69051890.61,21390.61
27,500000116,BISHOP BROTHERS ENGINEERING LTD,34301,CORPORATE INCOME TAX,2015,343472,29-04-2016,29-07-2016,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,101733378.7,0,0,0,0,0,0,0,868375,0,220293.21,102822046.9,53853517.28,0,0,0,907508.96,0,0,0,0,0,1458840.33,3014176.51,0,0,56216.18,297387.78,20,464377.61,4823945.82,0,0,0,0,0,352665.53,475681.29,971159.74,0,0,8791241.55,704502.36,0,922061.87,6955102.19,84048405,0,3014177,0,-435557.88,0,56216.18,47935.6,0,0,0,0,696116.1,3378887,0,2674957.19,0,0,0,0,0,0,0,310352.81,0,,,2985310,0,0,0,0,7494532.91,42957751.26,8981644.6,0,5834443.55,65268372.32,107375051.2,0,1887922.28,4232232.53,0,113495206,178763578.3,7159148.01,5201822.59,2392897.36,0,75771452.51,90525320.47,0,0,0,0,0,90525320.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19167218.86,0,19167218.86,5750165.66,0,5750165.66,0,5750165.66,0,0,0,5750165.66,5170714,579451.66,5750165.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989344.79,0,0,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6110,"RETAIL SALE IN NON-SPECIALISED STORES (E.G., SUPERMARKETS AND DEPARTMENT STORES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101733378.7,0,0,1088668.21,53853517.28,971159.74,0,3014176.51,907508.96,4823945.82,9495743.91,0,10982352.78,3014177,0,-435557.88,104151.78,0,0,0,696116.1,0,6028353.51,0,0,0,,0,,0,0,0,65268372.32,113495206,90525320.47,0,0,72835431.68,0,,0,0,0,0,989344.79,0,0,0,90525320.47,102822046.9,1088668.21
28,500000116,BISHOP BROTHERS ENGINEERING LTD,34301,CORPORATE INCOME TAX,2016,575974,10-04-2017,18-04-2017,03-07-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,98620007.85,0,0,0,0,2641365,0,0,1077375.93,0,638531.41,102977280.2,0,0,0,0,520747.31,0,0,0,0,0,1423761.38,2851504.11,0,0,34282.5,613665.51,1250,449161.79,3483958.56,0,0,0,0,0,317035.16,377200.8,862883.25,0,0,9310399.35,752032.15,0,834662.94,60020974.19,81853519,0,2851504.11,0,0,0,34282.5,52474.44,0,0,0,0,669245.65,3607506.7,0,2603396.44,0,0,0,0,0,0,0,1487236.33,0,,,4090632.77,792409.5,0,0,792409.5,14830356.66,35111534.4,9887633.66,0,7950378.42,67779903.14,112141193.4,0,1887922.28,3572498.53,22154070.21,95447543.97,163227447.1,10986176.59,5444307.55,0,0,54827555.36,71258039.5,0,0,0,0,0,71258039.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20640635.12,0,20640635.12,6192190.54,792409.5,5399781.04,0,5399781.04,0,0,0,5399781.04,6221803,-822021.96,5399781.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6110,"RETAIL SALE IN NON-SPECIALISED STORES (E.G., SUPERMARKETS AND DEPARTMENT STORES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98620007.85,0,2641365,1715907.34,0,862883.25,0,2851504.11,520747.31,3483958.56,10062431.5,0,64071994.27,2851504.11,0,0,86756.94,0,0,0,669245.65,0,5703008.22,0,0,0,,0,,792409.5,0,0,67779903.14,139755684.4,71258039.5,0,0,75264775.48,0,,0,0,0,0,0,0,0,0,71258039.5,102977280.2,1715907.34
29,500000116,BISHOP BROTHERS ENGINEERING LTD,34301,CORPORATE INCOME TAX,2017,1182516,13-04-2018,19-04-2018,02-07-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,117552147.1,0,0,0,0,1932560,95935.91,0,1980750,0,1319319.67,122880712.7,64063666.73,0,0,0,624553.14,0,0,0,0,0,1566424.23,2668240.92,0,0,55727.12,0,0,460633.28,2519315.92,0,0,0,0,0,272804.45,708998.68,655932.87,0,0,9231362.06,714114.88,0,873194.66,18019155.57,102434124.5,0,2668240.92,0,0,0,55727.12,35342.11,0,0,0,0,9730942.32,12490252.47,0,2460959.44,0,0,0,0,0,0,0,310592.48,0,,,2771551.92,579768,0,0,579768,23572916.92,38857838.08,8190458.79,0,950313.41,71571527.2,116419028.8,0,1887922.28,20479501.9,24647547.39,114138905.6,185710432.8,11251814.9,0,2290322.64,0,39612187.46,53154325,0,0,0,4873687.58,4873687.58,58028012.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30165288.69,0,30165288.69,9049586.61,579768,8469818.61,0,8469818.61,0,0,0,8469818.61,4510724,3959094.61,8469818.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6110,"RETAIL SALE IN NON-SPECIALISED STORES (E.G., SUPERMARKETS AND DEPARTMENT STORES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117552147.1,0,1932560,3396005.58,64063666.73,655932.87,0,2668240.92,624553.14,2519315.92,9945476.94,0,21956937.99,2668240.92,0,0,91069.23,0,0,0,9730942.32,0,5336481.84,0,0,0,,0,,579768,0,0,71571527.2,163434000.3,53154325,4873687.58,0,112309025,0,,0,0,0,0,0,0,0,0,58028012.58,122880712.7,3396005.58
